ἄ	a
α	a
ά	a
ἀ	a
ᾅ	a
ᾰ	a
ᾱ	a
β	b
γ	g
δ	d
ε	e
έ	e
ἐ	e
ἑ	e
ἔ	e
ἕ	e
ζ	z
η	é
ή	é
ἠ	é
ἡ	é
ἥ	é
ἦ	é
ῆ	e
θ	t
ι	i
ί	i
ϊ	i
ΐ	i
ἰ	i
ἱ	i
ἴ	i
ἶ	i
ῐ	i
ῑ	i
ῖ	i
κ	c
λ	l
μ	m
ν	n
ξ	x
ο	a
ό	a
ὀ	a
ὄ	a
ὅ	a
π	p
ρ	r
σ	s
ς	s
τ	t
υ	í
ύ	i
ὐ	i
ὔ	i
ὕ	i
ῦ	i
φ	f
ϕ	f
χ	c
ψ	ps
ω	ó
ώ	ó
ὦ	ó
ὼ	ó
ῶ	ó
