11206	Cúil Seiscinn	Coolsheskin
11207	Oileán na Fuinse	Rigsdale
11208	An Sceachánach	Skehanagh
11209	An Tuairín	Tooreen
11210	Cloichín Dubháin	Clogheenduane
11211	An Chúil Chodlatach	Coolcullitha
11213	Cill Damhéanóg	Killaminoge
11214	Faiche na Beairice	Barrackgreen
11216	Plotaí an Bhaile	Townplots
11218	An Sléibhín	Sleveen
11219	Clós an Trúipéara	Troopers-close
11220	Beithíneach	Beheena
11221	Ceapach na gCrann	Cappanagraun
11222	Carraig an Droichid	Carrigadrohid
11223	Carraig an tSamhraidh	Carrigathou
11224	An Cam	Caum
11225	Cúil Ealta	Coolalta
11226	Cúil Chise	Coolkisha
11227	Cúil na gCaorach	Coolnagearagh
11228	Currach an Iarla	Curraghanearla
11229	An Drom Beag	Drombeg
11230	An Inse Liath	Inchaleagh
11231	Cnoc an Chrochaire	Knockacroghera
11232	Cnoc an Choitinn	Knockeenacuttin
11233	An tSeanchoill	Shanakill
11234	An Seanmhacha	Shanavagha
11235	An Eaglais	Aglish
11236	Baile an Éadaigh	Ballineadig
11237	Cora an Ódaigh	Cronody
11238	Currach Cheallaigh	Currahaly
11240	Fearann an Bharraigh	Farranavarra
11241	Forghas	Fergus
11242	Cnoc na nGall	Knocknagoul
11243	An Rú Mór	Rooves More
11245	Béal Átha an Ghaorthaidh	Ballingeary
11246	Ceapaigh na Mine	Cappanaminna
11247	An Charraig	Carrig
11248	An Charraig Bhán	Carrigbaun
11249	Carraig na Damhaire	Carrignadoura
11250	An Com Dorcha	Coomdorragha
11251	Na Curraithe	Currahy
11252	Doire na Buairce	Derreenabourky
11253	Doire an Chladaigh	Derreenclodig
11254	Doire an Longaigh	Derreenlunnig
11255	Drom an Ailigh	Dromanallig
11256	Gort an Phludaigh	Gortafludig
11257	Goirtín na Coille	Gorteennakilla
11258	Gort Luachra	Gortnaloughra
11259	An Goirtín Fliuch	Gurteenflugh
11260	Goirtín Eoghain	Gurteenowen
11261	Céim Chorrbhuaile	Keamcorravooly
11262	An Chill Mhór	Kilmore
11263	An Leaca Bhán	Lackabaun
11264	Ladhar na Gaoithe	Lyrenageeha
11265	An Meall Mór	Maulmore
11266	Ros an Locha	Rossalougha
11267	An Screathan Mór	Scrahanmore
11268	Tuairín Leathard	Tooreenlahard
11269	Ceann Droma	Candroma
11270	An Gairdín Sasanach	Englishgarden
11271	Áth an Chonnaidh	Aghacunna
11272	Cathair Daithí	Caherdaha
11273	Cluain Tí Cairtigh	Cloontycarthy
11274	Na Cúlacha	Cools
11275	Doirín na Ceártan	Derreennacarton
11276	Doire an Tóchair	Derrintogher
11277	Gort an Éadain	Gortanaddan
11278	Cill Mic Cranróg	Kilmakaroge
11280	Cnoc Sathairn	Knocksaharn
11281	An Lios Buí Beag	Lisboy Beg
11282	An Lios Buí Mór	Lisboy More
11283	An Rú Beag	Rooves Beg
11284	Bán an Teampaill	Bawnatemple
11285	Na Clasa Fada	Classes
11286	Cúldrom	Cooldrum
11287	Cúil na Carraige	Coolnacarriga
11288	Cúil na Seamróg	Coolnashamroge
11289	Cúil na Suan	Coolnasoon
11290	Cill an Ard-dorais	Killinardrish
11291	Cnoc an Mhullaigh	Knockavullig
11292	Leitheanach	Lehenagh
11293	An Loch Liath	Loughleigh
11294	Maigh Shalach	Mahallagh
11295	Maigh nDealg	Monallig
11296	Nettleville	Nettleville Demesne
11297	Ráth Ó nDubháin	Rathonoane
11298	An Seandaingean Thoir	Shandangan East
11299	An Seandaingean Thiar	Shandangan West
11300	Eachros	Augeris
11301	Cathair na Cáithe	Cahernacaha
11302	Claonráth Thuaidh	Cleanrath North
11303	Claonráth Theas	Cleanrath South
11304	Com an Leadhbáin	Coomlibane
11305	Doire an Aonaigh	Derrineanig
11306	Doire Ghiolla Fhinn	Derryvaleen
11307	Gort na Móna	Gortnamona
11308	Mill Mearáin	Milmorane
11309	Ráth Ghaiscígh	Rathgaskig
11310	Doire Airgid	Silvergrove
11311	Tír na Spideoige	Turnaspidogy
11312	Ard na Croise	Ardnacrushy
11313	Baile Mhic Corcráin	Ballymacorcoran
11314	An Chabrach	Cabragh
11315	Cathair Chaogáin	Caherkeegane
11316	Carraig an Ime	Carriganimmy
11317	Carraig an Fheartáin	Carrigonirtane
11318	Clais Mhig Uidhir	Clashmaguire
11319	Cluain Droichead	Clondrohid
11320	Cluain Fada	Clonfadda
11321	An Chora Liath	Curraleigh
11322	Doire Liath	Derryleigh
11323	Garrán na gCapall	Garranenagappul
11324	Garrán Uí Chearnaigh	Garraneycarney
11325	Gleann an Earraigh	Glananarig
11326	An Gleanntán Thoir	Glantane East
11327	An Gleanntán Thiar	Glantane West
11328	An Seantóir	Glebe
11329	Gort an Bhranair	Gortavranner
11330	Gort na gCiseach	Gortnagishagh
11331	Gort na Leice	Gortnalicky
11332	Gort na Péiste	Gortnapeasty
11333	Cill Ghobnait	Kilgobnet
11334	Cúil Mhóinteáin	Killmountain
11335	Leacht Mhic Fhéich	Lacktify
11336	Meall na gCruach	Maulnagrough
11337	An Muileann Rua	Mullenroe
11338	Srón na gCaor	Scronagare
11339	Achadh Bhrain	Aghavrin
11340	Cluain Maol Thoir	Clonmoyle East
11341	Cluain Maol Thiar	Clonmoyle West
11342	Cúil an Fhéich	Coolineagh
11343	Drom an Tí Móir	Dromatimore
11344	Gort an Chrothaigh	Gortacroghig
11345	An Leacainín	Leckaneen
11346	An Phéic	Peake
11347	Gort na Coille	Woodfield
11348	An Rathúnach Thoir	Rahoonagh East
11349	An Rathúnach Thiar	Rahoonagh West
11350	Cloch Eidhneach	Cloheena
11351	Doireach	Derragh
11352	Doire Fhínín	Derryfineen
11353	Gort an Imill	Gortanimill
11354	Gort na Binne	Gortnabinna
11355	An Leac Bheag	Lack Beg
11356	An Leac Mhór	Lack More
11357	Ré na nDoirí	Reananerree
11358	Barr Duínse	Bardinch
11359	Cathair Chearnaigh	Cahercarney
11360	Cúil an Mhothair	Coolavoher
11361	Cúil Aodha	Coolea
11362	An Chúil Iarthach	Coolierher
11363	Com Uí Chlúmháin	Coumaclovane
11364	Na Doirí	Derree
11365	Doire an Chuilinn	Derreenaculling
11366	An Doire Leathan	Derrylahan
11367	Na Foithrí	Fuhiry
11368	An Seantóir	Glebe
11369	Gort an Acra	Gortanacra
11370	Gort na Fuinseann	Gortnafunshion
11371	Gort na gCros	Gortnagross
11372	Gort na Scairte	Gortnascarty
11373	Gort na Tiobratan	Gortnatubbrid
11374	Gort Uí Raithile	Gortyrahilly
11375	An Lománach Bheag	Lumnagh Beg
11376	An Lománach Mhór	Lumnagh More
11377	An Muirneach Beag	Murnaghbeg
11378	An Ráth Thoir	Rath East
11379	An Ráth Thiar	Rath West
11380	Ré na bPobal	Reanabobul
11381	Screathan na nGabhann	Scrahanagown
11382	An tSeanchluain	Shanacloon
11383	An Tóchar	Togher
11384	Baile Uí Dhorchaí	Ballygirriha
11385	Baile Uí Aonghasa	Ballyhennessy
11386	Baile Uí Bhuadáin	Ballyvodane
11387	Bun Coille	Bunkilla
11388	Coimín na Plá	Commeenaplaw
11389	Cúil Mhóna	Coolmona
11390	Fornocht	Fornaght
11391	Garrán Réamainn	Garraunredmond
11392	An Gabhlán Thuaidh	Gowlane North
11393	An Gabhlán Theas	Gowlane South
11394	Cnoc Uí Ruairc	Knockyrourke
11395	An Leaca Bhán	Lackabane
11396	Mín an Chónaí	Meenahony
11397	Móin an Mhainséir	Monavanshere
11398	Ráth Chúile Thoir	Rathcoola East
11399	Ráth Chúile Thiar	Rathcoola West
11400	An Scairtín	Scarteen
11401	An Garrán Riabhach	Garranereagh
11402	An Choill Ghlas	Greenville
11403	An Leaca Riabhach	Lackareagh
11404	Cliathrach	Clearagh
11405	Dún Marclann	Dunmarklun
11406	An Cnoc Buí	Knockboy
11407	Cnoc na nAdharc	Knocknaneirk
11408	Tír Ré Mhín	Teereeven
11409	An Charraig Liath	Carrigleigh
11410	Carraig na nGeimhleach	Carrignaneelagh
11411	Cluain Siabhra Beag	Cloonshear Beg
11412	Cluain Siabhra Mór	Cloonshear More
11413	An Chúilín	Cooleen
11414	Cúil na Cranncha	Coolnacrannagh
11415	Doirín an Chnoic Rua	Derreen
11416	Doire Mheáin	Derryvane
11417	Drom Cara Thuaidh	Dromcarra North
11418	Drom Cara Theas	Dromcarra South
11419	An Glaisín	Glasheen
11420	An Seantóir	Glebe
11421	Gort an Mhaoir	Gortaveer
11422	Gort Smúráin	Gortsmoorane
11423	An Ghráig	Graigue
11424	Inse na Naomh	Inchinaneave
11425	Inse Uí Néill	Inchineill
11426	Cill Barra	Kilbarry
11427	An Millín	Milleen
11428	An Ros Mór	Rossmore
11429	Tír Ghé	Teergay
11430	Achadh Ghoinide	Aughinida
11431	Cathair Bharrúil	Caherbaroul
11432	Carraig Thomáis	Carrigthomas
11433	Cluain Mhic Bhroic	Clonavrick
11434	Duílis	Deelish
11435	Doire Rua	Derryroe
11436	Na Dúiníní	Dooneens
11437	Cill Bheircheirt	Kilberrihert
11438	An Cnoc Glas	Knockglass
11439	Leaca na hAchainí	Lacknahaghny
11440	An Leathfhearann Caol	Laharankeal
11441	Léad an Mhuilinn	Leadawillin
11442	An Ladhar Rua	Lyroe
11443	An Roisín	Rusheen
11444	Baile Uí Mhongáin	Ballyvongane
11445	Carraig an Ois	Carriganish
11446	An Chúil Gharbh	Coolgarriff
11447	Currach an Mhadra	Curraghawaddra
11448	Drom an Chuilinn	Dromacullen
11449	Baile na Graí Thoir	Ballynagree East
11450	Baile na Graí Thiar	Ballynagree West
11451	Carraig an Ghiolla	Carrigagulla
11452	Baile Uí Chuinneagáin	Ballycunningham
11453	Baile Uí Chiarmhaic	Ballykerwick
11454	Barr an Chárthainn	Barrahaurin
11455	Cúil Leice	Coollicka
11456	Doire	Derry
11457	Cill Chuilinn Thuaidh	Kilcullen North
11458	Cill Chuilinn Theas	Kilcullen South
11459	An Cillín Liath	Killeenleigh
11460	Cill Martan Íochtarach	Kilmartin Lower
11461	Cill Martan Uachtarach	Kilmartin Upper
11462	An Coinigéar	Knockanare
11463	Móin an tSagairt	Monataggart
11464	Carraig an Phúca	Carrigaphooca
11465	Carraig na Madraí	Carrignamaddry
11466	Cúil an Chraosaigh	Coolacresig
11467	An Chora	Curra
11468	Drom an Gharraí	Dromagarry
11469	Drom Óinigh	Dromonig
11470	Inse na hAmhraí	Inchinahoury
11471	Inse an Líonáin	Inchinlinane
11472	Cill an Chloig	Killaclug
11473	Lios an Chraosaigh	Lissacresig
11474	Pruchas	Prohus
11475	Baile Uí Bhuaigh	Ballyvoge
11476	Brachán	Brehaun
11477	Cathair Céirín	Caherkereen
11478	Cluain Clod	Clonclud
11479	An Chúil Cham	Coolcaum
11480	An Curraichín	Curraheen
11481	An Drom Réidh	Dromreague
11482	Dún Dea-radhairc	Dundareirke
11483	An Ghléib	Glebe
11484	Inse Bhreacáin	Inchibrackane
11485	An Cnoc Rua	Knockroe
11486	Caol Fuinseann	Kylefinchin
11487	Páirc an Oileáin	Parkanillane
11488	Ráth Luíoch Thuaidh	Raleigh North
11489	Ráth Luíoch Theas	Raleigh South
11490	Seanbhaile Sheáin	Shanvallyshane
11491	An tIomaire	Ummera
11492	An Tír Bheag	Teerbeg
11493	Eanach Áille Thoir	Annahala East
11494	Eanach Áille Thiar	Annahala West
11495	Móin Eanach Áille	Annahalabog
11496	Fearann Uí Mhearagáin	Farranavarrigane
11497	An Gaorthadh Thoir	Gearagh East
11498	An Gaorthadh Thiar	Gearagh West
11499	Inse na Seangán	Inchinashingane
11500	Inse Ó Suibhne	Inchisine
11501	Cill na Rómhánach	Kilnarovanagh
11502	Tuaim Thoir	Tooms East
11503	Tuaim Thiar	Tooms West
11504	Móin Thuama	Toomsbog
11505	Baile Uí Bhioráin	Ballyveerane
11506	An Bhéillic	Bealick
11507	Carraig an Eidhinn	Carriganine
11508	Códrom	Codrum
11509	Cúil Chomhair	Coolcour
11510	An Drom Dubh	Dromduff
11511	Gort Uí Laocha	Gortyleahy
11512	An Chill	Kill
11513	Maigh Chromtha	Macroom
11515	Tulaigh Tréada	Tullatreada
11516	An Cheathrú Íochtarach	Carhoo Lower
11517	An Cheathrú Uachtarach	Carhoo Upper
11518	Carraig na Muc	Carrignamuck
11519	Cluain Téide Bheag	Clontead Beg
11520	Cluain Téide Mhór	Clontead More
11521	Áth an Chóiste	Coachford
11522	Cúil an Chollaigh	Coolacullig
11523	An Díseart	Deeshart
11524	An Doirín	Derreen
11525	An Ghléib	Glebe
11526	Cill Cholmáin	Kilcolman
11527	Cill Ghobnait	Kilgobnet
11528	Cnocán na gCearc	Knockanenagark
11529	Cnocán Eoghain	Knockaneowen
11531	Míseal	Meeshal
11533	An Muine Riabhach	Monareagh
11534	Nead Druide	Nadrid
11535	An Seanchaisleán	Oldcastle
11536	Garrán na Carraige	Rockgrove
11537	An Tulaigh Bheag	Tullig Beg
11538	An Tulaigh Mhór	Tullig More
11539	Cúil an Chuasáin	Coolacoosane
11540	Leaca Bhun an Chnoic	Lackavunaknick
11541	Maigh Seanghlaise	Mashanaglass
11543	Ros na Scalp	Rosnascalp
11544	Dún Uisce	Dunisky
11545	An Baile Trasna	Ballytrasna
11546	Carraig Dhairbhre	Carrigdarrery
11547	An Currach	Curragh
11548	Áth na gCeannaithe	Annagannihy
11549	Gleann na gCloch Thuaidh	Glenaglogh North
11550	Gleann na gCloch Theas	Glenaglogh South
11551	Cnoc na nGabhann	Knocknagoun
11552	An Cnoc Ramhar	Knockrour
11553	Cnoc idir Dhá Abhainn	Mountrivers
11554	Ucht Fhoithre	Oughtihery
11555	Réileán	Rylane
11556	An Bán Mór	Bawnmore
11557	Cac an Fhóid	Cackanode
11558	Cathair Bhioráin	Caherbirrane
11559	Cúil an Chuasáin	Coolacoosane
11560	Cúil an Fheadáin	Coolaniddane
11561	Drom Rí	Dromree
11562	Cill Bholltrach	Kilboultragh
11563	Cill Phádraig	Kilpatrick
11564	Cnoc na gCapall	Knocknagappul
11565	Cnoc Ráithín	Knockraheen
11566	An Leaca Dhubh	Lackaduv
11567	Meall na hEorna	Maulnahorna
11568	An Muine Fliuch	Moanflugh
11569	An Screathan Ard	Scrahanard
11570	Cois Labhra	Cusloura
11571	Ráth an Loisc	Rahalisk
11573	An Cheapach Thoir	Cappagh East
11574	An Cheapach Thiar	Cappagh West
11575	Com na Cloiche	Coomnaclohy
11576	Com an Ghadhair	Coomnagire
11577	An Doirín Álainn	Derreenaling
11578	Doire na Sagart	Derrynasaggart
11579	Magh Réidh	Flats
11580	An Inse Mhór	Inchamore
11581	Na Cillíní	Killeen
11582	Na Millíní	Milleeny
11583	An Sliabh Riabhach	Slievereagh
11584	Baile Mhic Íre	Ballymakeery
11585	Cúil an Bhuacaigh	Coolavokig
11586	Cúil na Cathrach	Coolnacaheragh
11587	Daingean na Saileach	Dangansallagh
11588	Cnoc an Iúir	Knockanure
11589	Tonn Láin	Toonlane
11590	Na hUláin Thoir	Ullanes East
11591	Na hUláin Thiar	Ullanes West
11592	An tAirdín	Ardeen
11593	Barr an tSeanchnoic	Bawnatanaknock
11594	Gleann Daimh	Glendav
11595	Leaba Dhiarmada	Labbadermody
11596	Leac Fhínín	Lackaneen
11597	Lios Carragáin	Liscarrigane
11598	Cill Bharra	Kilbarry
11599	Ardráth	Ardrah
11600	Baile Ó Michíl	Ballymichael
11601	Cloch Dháith	Clodah
11602	Cloch Mochua	Cloghmacow
11603	An Chúil Dubh	Coolduff
11604	Crois Uí Mhathúna	Crossmahon
11605	An Chorrbheitheach	Currabeha
11606	Currach Cloch	Curraclogh
11607	Gleann na Ruaige Thoir	Glannarouge East
11608	Gleann na Ruaige Thiar	Glannarouge West
11609	Cnoc an Charria	Knockacareigh
11610	Leacht Néill	Laghtneill
11611	Lios Ardachaidh	Lissardagh
11612	Pollraic	Poularick
11613	Coill na nGoirtíní	Kilnagurteen
11614	An Sléibhín Thoir	Sleveen East
11615	An Sléibhín Thiar	Sleveen West
11616	Cúil Liatháin	Coolyhane
11617	An Goirtín Rua	Gurteenroe
11618	An Leaca Dhubh	Lackaduff
11620	An Machairín	Maghereen
11621	Ard Scéithe	Ardskeagh
11622	Baile an Lóipín	Ballylopen
11623	Garrán an Ridire	Garrane
11624	Ráth Ghlasáin	Rathglassane
11625	Bealach Átha	Ballyhay
11626	Baile na Buaile Thoir	Ballynaboola East
11627	Baile na Buaile Thiar	Ballynaboola West
11628	Na Cúilíní	Cooleen
11629	An Baile Nua	Newtown
11630	Prontas	Pruntus
11631	Seireal	Sorrel
11633	Baile an Úcaire	Ballinookery
11634	Baile na Féithe	Ballynafeaha
11635	Baile Thomáis	Ballythomas
11636	Cúil na mBeach	Coolnamagh
11637	Drom Rastail	Dromrastill
11638	Gaorthadh na Sceach	Gearanaskagh
11639	Gort Bó Finne	Gortbofinna
11640	Gort na gCros	Gortnagross
11641	Cill Chranatan	Kilcranathan
11642	Cill Ghobáin	Kilgobban
11643	Cill Mhichíl	Kilmichael
11644	An Chill Rua	Kilroe
11645	Garraí Mhic Uaithne	Longueville
11646	An Mhóin Rua	Moanroe
11647	Ros na gCosán	Rosnagussane
11648	Na Ruáin	Ruanes
11649	Páirc na Coille	Woodpark
11650	Baile na Giúise Thiar	Firville West
11652	An Baile Nua	Newtown
11653	Currach Uí Liatháin	Curraghalehane
11654	Cill Phádraig	Kilpatrick
11655	Ard ó Thuaidh	Mount North
11656	Drom Domhnaigh	Dromdowney
11657	Drom Domhnaigh Íochtarach	Dromdowney Lower
11658	Drom Domhnaigh Uachtarach	Dromdowney Upper
11659	Baile Philibín	Ballyfilibeen
11660	Baile an Chnocáin	Ballyknockane
11661	Baile na Móna	Ballynamona
11662	Ráth an Tóiteáin	Burnfort
11663	An Charraig Dhubh	Carrigduff
11664	Caisleán an Bharóidigh	Castlebarrett
11665	Clais Uí Mhuireagáin	Clashmorgan
11666	An Cloichín	Clogheen
11667	An Fearann	Farran
11668	Garraí na gCaorach	Garrynagearagh
11669	An Gleann	Glynn
11670	Plácas	Greenhill
11671	Cill Chuáin	Kilquane
11672	Lathach Chainín	Lahakinneen
11673	Móin an Phearsúnaigh	Monaparson
11674	Mainistir na Móna	Mourneabbey
11675	An Tuairín Thuaidh	Tooreen North
11676	An Tuairín Theas	Tooreen South
11677	Baile Maigiú	Ballymague
11678	Baile an Mhígh	Ballymee
11679	Cathair an Mhígh	Cahermee
11680	An Lag	Lag
11681	Loch an Iolair	Lougheagle
11682	An Bhréagóg	Bregoge
11683	An Baile Beag	Ballybeg
11684	An Baile Beag Thoir	Ballybeg East
11685	An Baile Beag Láir	Ballybeg Middle
11686	An Baile Beag Thiar	Ballybeg West
11687	Bóthar an Scruib Thoir	Boherascrub East
11688	Bóthar an Scruib Thiar	Boherascrub West
11689	Cill na Mallach	Buttevant
11690	Fearann an Chaisleáin	Castle-land
11691	Clais na bPotairí	Clashnabuttry
11692	An Creagán	Creggane
11693	Cnoc an Áir	Knockanare
11694	Cnoc an Bharraigh	Knockbarry
11695	An Leaca Rua	Lackaroe
11696	Lag Phroinsias	Lackfrancis
11697	Cnoc an Phiobair	Pepperhill
11698	Ráth an Chláir	Rathclare
11699	An Spideál	Spital
11700	Baile an Bhoilbhéacaigh	Velvetstown
11701	Teach an Uisce	Waterhouse
11702	An Baile Breac	Ballybrack
11703	Baile Tí Ó nDónaill Thoir	Baltydaniel East
11704	Baile Tí Ó nDónaill Thiar	Baltydaniel West
11705	An Bán Fionn	Banefune
11706	Cathair Dhúgáin Thuaidh	Caherduggan North
11707	Cathair Dhúgáin Theas	Caherduggan South
11708	An Cloichín	Clogheen
11709	Currach an Chiarraígh	Curraghakerry
11710	An Drom Rua	Dromroe Commons
11711	Cill Bhrain	Kilburn
11712	Cill Mochuma	Kilmacoom
11713	Tigh an Dá Phota	Twopothouse
11714	Baile Uí Fhiacháin	Ballyshehan
11715	Diméin na Carraige	Carrig Demesne
11716	Páirc na Carraige	Carrigpark
11717	Drom Saidhbhín	Dromsiveen
11718	Cill Cheann Mhaí	Kilcanway
11719	Leaca na Móna	Lackanamona
11720	Lios an Uisce	Lissanisky
11721	Baile na gCiarraíoch	Mountnagle
11722	Móin Ruiséil	Mountrussell
11723	Baile Mhuirisín	Ballyvorisheen
11724	Carraig Dhúin	Carrigoon
11725	Achadh Boireann	Aghaburren
11726	Cathair Chonchúir	Caherconnor
11727	Both Mhanach	Buavanagh
11728	Currach na Leathsheisrí	Currymount
11729	Dún an Bharraigh	Dunbarry
11730	An Tulaigh	Tullig
11731	Portaigh an Eanaigh	Annagh Bogs
11732	An tEanach Thuaidh	Annagh North
11733	An tEanach Theas	Annagh South
11734	Baile Adaim	Ballyadam
11735	Baile an Ghréasaí	Ballygrace
11736	Baile na bPoll	Ballynaboul
11737	Baile na Muice	Ballynamuck
11738	Baile Mhaithín	Ballyvaheen
11739	Páirc Burton	Burton Park
11740	An Carraigín	Carrigeen
11741	Baile an Teampaill	Churchtown
11742	Clais Uí Fhaoláin	Clashelane
11743	Clais an Ghainimh	Clashganniv
11744	An Chúil Mhór	Coolmore
11745	Creagán na Cúirte	Creggannacourty
11746	An Choilligh	Cullig
11748	Baile Mhic Cua	Egmont
11749	An Goirtín Rua	Gurteenroe
11750	Coimín an Ghoirtín Rua	Gurteenroe Commons
11751	Iomagán	Imogane
11752	An Léim	Leap
11753	An Mhóin Rua	Moanroe
11754	Cnoc Cille Bríde	Mountbridget
11755	Drom Carbaid	Mountcorbitt
11756	An Ráth	Rath
11757	Baile an Bhailisigh	Walshestown
11758	Baile an Churraigh	Ballincurrig
11759	Baile an Ghaill	Ballinguile
11760	Baile an Trille	Ballynatrilla
11761	Baile Mhuirisín	Ballyvorisheen
11762	Baile Shiurdáin	Jordanstown
11763	Cill Bhruaine	Kilbroney
11764	Cnoc an Randalaigh	Knockroundaly
11765	Lios Coille	Liskelly
11766	Teampall Chonaíle	Templeconnell
11767	Cill Bhrógáin	Kilgrogan
11768	Áth na Cise	Annakisha
11769	An Chúil Dorcha	Cooldurragha
11770	Baile Uilleac	Ballyveelick
11771	Garrán an Cheoil	Garranachole
11772	Ráth na Ceártan	Rathnacarton
11773	Áth na Cise Thuaidh	Annakisha North
11774	Áth na Cise Theas	Annakisha South
11775	Baile an Gharráin	Ballygarrane
11776	Baile Uí Ghabhann	Ballygown
11777	Caisleán Caoimhín	Castlekevin
11778	Claonúir Thuaidh	Clenor North
11779	Claonúir Theas	Clenor South
11782	An Ghreanaigh	Grandy
11783	Cill Iúrach	Killuragh
11784	Baile Uí Dhuinnín	Ballydineen
11785	Currach na hInse	Cornahinch
11786	Lios na gCruach	Lisnagrough
11787	Baile Risteaird	Richardstown
11788	Ard Adaim	Ardadam
11789	Baile Aindriú	Ballyandrew
11791	Baile Eilís	Ballyellis
11792	Baile Sheáin	Ballyshane
11793	An Brú	Brough
11794	Baile an Bhioblógaigh	Byblox
11795	An Charcair Bheag	Carker Beg
11796	Na Carraigíní	Carrigeen
11797	An Chluain Bhán	Cloonbane
11798	Cróch na Craoibhe	Croaghnacree
11799	An Diméin	Demesne
11800	Dún ar Aill	Doneraile
11801	Clós na gCapall	Horseclose
11802	Cill Mhic Aonghais	Kilvickanease
11803	Cnoc an Choir	Knockacur
11804	An Cnoc Breac	Knockbrack
11805	An Baile Nua	Newtown
11806	An tSeanchúirt	Oldcourt
11807	Rosach Thoir	Rossagh East
11808	Rosach Thiar	Rossagh West
11809	Rosach Rua	Rossaghroe
11810	Sceach Ard gCeanannais	Skaghardgannon
11811	Teach na Seiceamar	Sycamore
11812	An Baile Bocht	Ballyboght
11813	Baile Shíomoin	Ballysimon
11814	Binn na Leacht	Beenalaght
11815	Binn na Míol Thoir	Beennamweel East
11816	Binn na Míol Thiar	Beennamweel West
11817	An Bhuaile	Boola
11818	Carraig Chlíona Bheag	Carrigcleena Beg
11819	Carraig Chlíona Mhór	Carrigcleena More
11820	An Chlaoideach	Clyda
11821	Baile na Claoidí	Clydaville
11822	Drom Átháin	Drommahane
11824	An Drom Mór	Dromore
11825	An Drom Mór Thuaidh	Dromore North
11826	An Drom Mór Theas	Dromore South
11827	Gleann Doimhin	Glandine
11828	An Ghleannóg	Glannoge
11829	An Ghlaise Bhuí Thoir	Glashaboy East
11830	An Ghlaise Bhuí Thiar	Glashaboy West
11831	Cill Cholmáin	Kilcolman
11832	Cill Pheadair Thuaidh	Kilpadder North
11833	Cill Pheadair Theas	Kilpadder South
11834	Cill Bhéalada Thoir	Kilvealaton East
11835	Cill Bhéalada Thiar	Kilvealaton West
11836	Cnoc an Mhadra	Knockavaddra
11837	Cnoc Drisleach	Knockdrislagh
11838	Cnoc na Móna	Knocknamona
11839	Baile na Banaltran Beag	Nursetown Beg
11840	Baile na Banaltran Mór	Nursetown More
11841	An Seanbhóthar	Shanavoher
11842	Baile an Mhóinéir	Ballinvonear
11843	Inse na Graí	Inchnagree
11844	Cill Cholmáin Thoir	Kilcolman East
11845	Cill Cholmáin Láir	Kilcolman Middle
11846	Cill Cholmáin Thiar	Kilcolman West
11847	Bealach Eabhra	Ballyhoura
11848	Baile na gCarrach	Ballynageragh
11849	An Dromainn	Dromin
11850	Imfric	Imphrick
11851	Lios Bealach Átha	Lisballyhay
11852	An Loch Liath	Loughlea
11853	Seangánach	Shinanagh
11854	Baile an Ghileánaigh	Ballindillanig
11855	An Currach Críon	Curraghcreen
11856	Baile Cloch	Ballyclogh
11858	Baile an Chitinéaraigh	Ballykitt
11859	Lios Ard Bláiche	Blossomfort
11860	An Crochta	Croughta
11861	Doire Uí Dheargáin	Derryorgan
11862	An Lios Liath	Lisleagh
11863	Ráth Naoi	Rathnee
11864	An Scairt	Scart
11865	Tulach Chonrachta	Tullacondra
11866	Baile an Gharráin	Copsetown
11867	An Ghráinseach Thoir	Grange East
11868	An Ghráinseach Thiar	Grange West
11869	Cill Mhic Léinín	Kilmaclenine
11870	Cnocán an Bhóithrín	Knockaunavaddreen
11871	An tAbhallort	Aldworth
11872	Baile Both Néill	Ballyboneill
11873	An Baile Nua	Ballynoe
11874	An Briotás	Brittas
11875	Cathair an Mhaoláin	Caheraveelane
11876	An Creagán	Creggane
11877	An Currach Bodhar	Curraghbower
11878	Doire Gamhna	Derrygowna
11879	An Dromainnín	Dromaneen
11880	Drom Físe	Drompeesh
11881	An Eisc Thuaidh	Esk North
11882	An Eisc Theas	Esk South
11883	An Garrán	Garrane
11884	Gleann Meannán	Glanminnane
11885	Gleann an Charria Thoir	Glannaharee East
11886	Gleann an Charria Thiar	Glannaharee West
11888	Gleann an Chnocáin	Glenaknockane
11889	Na Gníomha	Gneeves
11890	Gort an Bhóthair	Gortavoher
11891	Gort Mhaoluír	Gortmolire
11892	An Gort Rua	Gortroe
11893	Cill Ghobnait	Kilgobnet
11894	Cnocán Mhic Suibhne	Knockansweeny
11895	An Leacainín	Lackaneen
11896	Leacain Darach	Lackendarragh
11897	An Leathfhearann	Laharan
11898	Baile Lombaird	Lombardstown
11899	An Mothairín	Mohereen
11900	Móin an Mhíl	Monanveel
11901	Mullach Allaíre	Mounthillary
11902	Newberry	Newberry
11903	Scarbhach	Skarragh
11904	Coill Chnoc an Ghabha	Smithfield
11905	An Chúil Bhán	Coolbane
11906	Garbhghort	Garragort
11907	Leac Fhinn	Lackeen
11908	Altamira	Altamira
11909	An Chúil Bhán	Coolbane
11910	Cnoc Airde Báine	Knockardbane
11911	Cnoc an Bharraigh	Knockbarry
11912	An Leaca Rua	Lackaroe
11913	Lios Cearúill	Liscarroll
11914	Maigh	Moyge
11915	Baile na mBodach	Rockspring
11916	Ros na nAirne	Rossnanarney
11917	Páirc na Saileach	Sallypark
11918	Annabella	Annabella
11919	Garrán na Fuinseoige	Ashgrove
